Title,URL
"Udala sam se za princa Dubai, evo kako zivim sa njim",https://www.youtube.com/watch?v=G_awNZ7Bl_Q
 Punica mi je poslala poruku na Instagram ,https://www.youtube.com/watch?v=6JNFO7dyokU
" IMAO JE VELIKU ALATKU, MORALA SAM PROVERITI ",https://www.youtube.com/watch?v=AW0qCZ-25DQ
Žena mi se potajno sastaje s jednim likom..,https://www.youtube.com/watch?v=1cWe-Wt5cqc
RADIM KAO KONOBARICA U KAFICU PREKO SEZONE,https://www.youtube.com/watch?v=rIC1DppSYbM
"DJEVOJKA IZ OSNOVNE MI SE JAVILA: Rekla je da je sada BOMBA, Poslala je sliku, nije mi bilo dobro",https://www.youtube.com/watch?v=rY2VIwPs9IA
Na dan vjencanja sam usao na Instagram i saznao sve o svojoj zeni,https://www.youtube.com/watch?v=qwhYKXkt_Og
"Mislila je da je bogat i vucala se sa njim, a kad je umro saznala je ŠOK ISTINU",https://www.youtube.com/watch?v=-NnGjqWQmtw
Poslala je selfie najboljem drugu,https://www.youtube.com/watch?v=2PYXz-a97AU
"Udala se za Srbina, otisla u Beograd - Zbog toga je izgubila sve",https://www.youtube.com/watch?v=Vvra_2hW8s8
Poceo je vezu sa macehom kada mu je otac umro,https://www.youtube.com/watch?v=UQwKeYauuhg
Vara muža ve? 4 godine,https://www.youtube.com/watch?v=LUcmpUMlAlQ
Bivsi decko je sacekao u stanu,https://www.youtube.com/watch?v=sxYVZnLRwHA
"Bila je starija i iskusnija, a on mlad i bez iskustva",https://www.youtube.com/watch?v=PQuL5qfyS_M
U krevetu su me zvali MAMA,https://www.youtube.com/watch?v=UW891bJ_dmU
Snaha je usla u nas dom i totalno nas unistila,https://www.youtube.com/watch?v=kYuJlXc0_7Y
"Udala se za Arapa, odveo je kod sebe - Evo kakav joj je zivot sa njim",https://www.youtube.com/watch?v=AdBICzNCcEE
 Bojim se da ne sazna kakve snove imam ,https://www.youtube.com/watch?v=sVlwejqqGOU
Bila je kucka prema svom muzu zato je i trcao za njom kao pas,https://www.youtube.com/watch?v=hw2Fwu4VXJQ
Moja majka je imala aferu sa mojim vjerenikom - Kcerka otkrila uzasnu tajnu,https://www.youtube.com/watch?v=iRXqRszOXMA
Penzionerka od 68 godina nasla mla?eg decka u oglasima,https://www.youtube.com/watch?v=Z6Fs0dUA318
Vrtila je muza oko malog prsta,https://www.youtube.com/watch?v=Xv_0Wy5x8HY
Bila sa svekrom u vezi godinama iza le?a svom muzu,https://www.youtube.com/watch?v=4hvAI5UWlq8
"Niko me nije shvatao ozbiljno, vec su mislili samo na jednu stvar",https://www.youtube.com/watch?v=W0x0KkVb0PQ
ŠOK i NEVJERICA - Opijala se u kafanama i dolazila kuci u rane zore,https://www.youtube.com/watch?v=Dewqlsqdh_8
Zavrsila je sama bez igdje ikoga - Ni muza ni djece,https://www.youtube.com/watch?v=t1fYcJAw7Kk
"NIJE HTJELA TO DA URADI, NA SILU SU JOJ URADILI TO",https://www.youtube.com/watch?v=OAU600n8fvo
TO DA RADI PREDAMNOM ? - Ro?eni sin je jednu noc majci uradio OVO,https://www.youtube.com/watch?v=pABsyVjrio8
Ona mu je poslala sliku - Nije ni slutila koliko je pogrijesila,https://www.youtube.com/watch?v=CQbWmAk2btg
"UPOZNALA GA JE U KAFICU, OTISLI SU DO NJEGA",https://www.youtube.com/watch?v=LBCqqj33LxM
Napravio joj 4 djece i onda je ponizio kao niko,https://www.youtube.com/watch?v=eXy_i030oW8
"Suprug joj nije mogao napraviti dijete, pa je to uradio neko drugi",https://www.youtube.com/watch?v=jA8Yxr2fRNM
"BILA SAM USAMLJENA, ONDA SAM OTVORILA PROFIL NA INSTAGRAMU I KRENULO JE LUDILO",https://www.youtube.com/watch?v=Y5skZ4v2ujg
Našla svoje ga?e išarane ?UDNIM ZNACIMA I BROJEVIMA,https://www.youtube.com/watch?v=lacAL4fOusA
"Zivotne price: Pustila sam ga u svoj stan, nisam ocekivala da ce mi uraditi NAJGORU STVAR",https://www.youtube.com/watch?v=7FnHVJjKiW4
"Zaposlili smo dadilju da nam cuva dete, onda sam saznala GROZNU ISTINU",https://www.youtube.com/watch?v=4rFXWaE-uvA
Muz joj nikad nije kuci - Osjeca se usamljeno i zeli da uradi SLEDECE,https://www.youtube.com/watch?v=7hq-4vuAA4o
Trovala je mene i mog sina godinama - UŽAS,https://www.youtube.com/watch?v=4RPcbYQxSd0
OSTAVIO ME KAD SAM RODILA BOLESNO DETE - Spakovao je stvari i rekao ODLAZIM,https://www.youtube.com/watch?v=gUkZJKa7Bm8
Potresna Sudbina: Maceha me svakodnevno tukla,https://www.youtube.com/watch?v=QIvKQOIAoBM
NEVEROVATNO - Svom sam svekru dala OVO - Niko drugi nije hteo,https://www.youtube.com/watch?v=1eFklp4tAG0
Bio je opsednut sa mnom - Na kraju mi je uradio  O V O,https://www.youtube.com/watch?v=bClYqtb6VRk
"Životna pri?a studentice: ""Otac je prokockao sve""",https://www.youtube.com/watch?v=prynHzilKSM
"Životna Pri?a: ""Dok mi je majka bila bolesna ja sam izlazila svaku no?""",https://www.youtube.com/watch?v=mZJQOMyJArY
Za nju njen muz je pravi magarac,https://www.youtube.com/watch?v=k-2pw5xz8TE
"Zabavljali su se 5 godina, ali ono sto ce se desiti na kraju ostavit ce vas bez teksta",https://www.youtube.com/watch?v=nHyDjWGPuX0
Ispovijest žene koja je prošla kroz pakao: Muž joj je stavljao tablete u hranu,https://www.youtube.com/watch?v=7Yaj0mwBGog
Ova baka ima 78 godina i kaze da se osjeca kao djevojka,https://www.youtube.com/watch?v=czAxM3Qxaws
"Upoznala sam crnca, nisam mogla da hodam nakon svega",https://www.youtube.com/watch?v=C-cfJwTnKAU
" IMAO JE VELIKU ALATKU, MORALA SAM PROVERITI ",https://www.youtube.com/watch?v=AW0qCZ-25DQ
  Volela sam ga kao Boga ,https://www.youtube.com/watch?v=orUYPFLqf-o
 Zapocela sam nesto divno sa dosta mladjim bokserom ,https://www.youtube.com/watch?v=EdURHucht4s
 DEVER i JA ,https://www.youtube.com/watch?v=PQVsMApAkco
PAROVI ISPOVESTI - Neverovatna zivotna prica kojoj nijedan rijaliti nije ravan! - (25.11.2019),https://www.youtube.com/watch?v=WtJXteMUiPg
Ispovesti prostitutki koje su radile za uhapsenog makroa! - DJS - (TV Happy 13.04.2019),https://www.youtube.com/watch?v=ZQ2ywOD5qPQ
 ZET i JA ,https://www.youtube.com/watch?v=9Wj0QMiRQFU
 Nagovorila sam momka da spava sa mojom majkom ,https://www.youtube.com/watch?v=wDnq0VIvXgo
" Da se osvetim svekrvi, zavela sam svekra da poludi za mnom ",https://www.youtube.com/watch?v=Yu0vrTocwgg
PAROVI ISPOVESTI - Neuobicajene price Sonje Nikolic iz jedne godine njenog zivota - 18.11.2019.,https://www.youtube.com/watch?v=i21xnjZ0gFg
" Muz mi je gluhonem, nije cuo da sam dovela drugog u stan ",https://www.youtube.com/watch?v=rrtiznyRv7Y
U krevetu su me zvali MAMA,https://www.youtube.com/watch?v=UW891bJ_dmU
 Pastorak me odradio na ocevom grobu ,https://www.youtube.com/watch?v=02P3z4qimzk
Najsmesnije ispovesti 1.DEO,https://www.youtube.com/watch?v=DYATPGEB10E
"PAROVI ISPOVESTI - Dragica, majka trans osobe Gorana koji robija za ubistvo partnera - (21.10.2019)",https://www.youtube.com/watch?v=YzvmiTs2BZM
Ovaj Youtube Kanal Je BOLESTAN,https://www.youtube.com/watch?v=hkW-TGyddVg&t=4s
"GLAMUR - Ispovest Halida Muslimovica: ""Ubili su mi oca, braca su mi bila u logoru, a rat...""",https://www.youtube.com/watch?v=2muEPP2fmfM
Ispovest žestokog momka koji je preživeo krvave uli?ne ratove u Beogradu - Iza rešetaka,https://www.youtube.com/watch?v=5Sp8oyw1Njg
Citam smesne i cudne ispovesti ljudi | Ispovest Review#1 |,https://www.youtube.com/watch?v=nrheF0gKKcI
VIDEO KOJI VREDI POGLEDATI!!!!,https://www.youtube.com/watch?v=JT5tPpDPNRM
Ispovesti - Dr Mirjana Tomovi? (Sekta Crna ruza joj ubila sina) - Parovi - (TV Happy 08.05.2018),https://www.youtube.com/watch?v=pBka-7F18f4
" Bio je pravi seljacina, takvog momka sam trazila ",https://www.youtube.com/watch?v=jzShVeR3kwo
Najgadnije ispovesti drugih ljudi | Ispovest review | #2,https://www.youtube.com/watch?v=ihglUNlLLPo
POSLE RUCKA - Tragicna ispovest oca ciju je cerku ubio njen momak - (TV Happy 29.10.2019),https://www.youtube.com/watch?v=8aBiWnOlc1I
"Ispovesti Review #10 ""Njuskao majcine gacice od devojke pa ga uhvatila""",https://www.youtube.com/watch?v=0zVs9TOe2ms
" Ostala sam udovica jako mlada, osecala sam potrebu za provodom ",https://www.youtube.com/watch?v=WrZi8Lq57pM
